,parking,blind,lane,parkX,parkZ,stageX,stageZ,spd,gas,range,err] 83.1,40,82.9,14.6,0,0,9,51.2,80,-999,-999,10.9,0.66,18,-0.91
94.6,39,80.8,15.1,0,0,9,51.5,80.7,-999,-999,9.5,0.66,18,-1.74
94.7,39.2,80.4,14.9,0,0,9,51.5,80.7,-999,-999,9.5,1,18,-1.71
94.7,39.5,79.9,14.6,0,0,9,51.5,80.7,-999,-999,9.6,1,18,-1.68
94.8,39.7,79.5,14.4,0,0,9,51.5,80.7,-999,-999,9.7,1,18,-1.66
94.8,40,79.1,14.1,0,0,9,51.5,80.7,-999,-999,9.7,1,18,-1.63
94.9,40.3,78.8,13.8,0,0,9,51.5,80.7,-999,-999,9.8,1,18,-1.6
94.9,40.7,78.4,13.5,0,0,9,51.5,80.7,-999,-999,9.9,1,18,-1.58
95,41,78.1,13.1,0,0,9,51.5,80.7,-999,-999,9.9,1,18,-1.55
95,41.4,77.8,12.8,0,0,9,51.5,80.7,-999,-999,9.9,1,18,-1.52
95.1,41.8,77.5,12.4,0,0,9,51.5,80.7,-999,-999,9.9,1,18,-1.5
